1000001,35245.75,-2.95764
1000002,27816.54,-2.80209
1000003,18998.70,0.02519
1000004,20420.49,0.27359
1000005,26555.80,-1.14213
1000006,22690.5,1.92407
1000007,24991.4,0.32179
1000008,38304.20,-1.26590
1000009,45652.27,-0.04777
1000010,29112.35,0.61193
1000011,19681.30,0.84992
1000012,17496.6,-3.35533
1000013,30229.17,-1.67858
1000014,33537.59,-4.85971
1000015,30088.80,-3.31318
1000016,28833.4,-0.56952
1000017,23127.16,-4.14897
1000018,26289.71,-1.31780
1000019,20379.23,-1.77987
1000020,37903.57,1.77593
1000021,15534.85,-3.53173
1000022,19865.63,-0.80821
1000023,44317.35,4.42826
1000024,19597.88,2.34225
1000025,15467.54,-1.90179
1000026,30371.63,3.54871
1000027,33163.90,1.37057
1000028,35815.15,1.90928
1000029,46619.71,-4.49629
1000030,22104.75,-4.11122
1000031,38242.40,4.04833
1000032,46915.31,-2.95425
1000033,44808.83,0.34494
1000034,44636.49,4.19973
1000035,43416.93,-2.33743
1000036,46753.93,-1.60362
1000037,45238.57,4.42602
1000038,38127.68,0.54394
1000039,35615.19,1.91482
1000040,29793.74,0.81614
1000041,37989.42,-2.97119
1000042,27756.92,-3.52564
1000043,38504.47,-2.54072
1000044,19643.28,-2.46485
1000045,16020.52,0.23469
1000046,19147.50,0.45442
1000047,43740.39,2.23005
1000048,27974.85,4.92027
1000049,19066.14,2.65826
1000050,20769.36,-4.39762
1000051,36451.31,2.60391
1000052,42100.29,1.61373
1000053,42380.61,4.79735
1000054,29468.91,1.18537
1000055,16607.90,1.45318
1000056,41235.93,1.98742
1000057,39676.83,0.25984
1000058,44682.22,-2.69504
1000059,16304.16,0.06736
1000060,41419.76,3.09738
1000061,20278.92,-0.44538
1000062,45777.64,-4.42558
1000063,47408.16,-0.11417
1000064,38052.28,-3.10526
1000065,43875.87,2.79258
1000066,30839.87,1.78057
1000067,45109.13,2.13325
1000068,42624.97,3.58527
1000069,47336.64,0.98236
1000070,18585.81,1.49653
1000071,36756.63,-4.02558
1000072,17051.22,-4.83889
1000073,27878.42,4.42117
1000074,46198.37,4.61655
1000075,44443.1,0.96342
1000076,33296.93,0.44050
1000077,25530.96,1.83252
1000078,31971.37,2.49030
1000079,16276.35,4.08396
1000080,35669.85,-3.05494
1000081,35964.89,4.61078
1000082,27094.79,-4.33016
1000083,15687.40,-3.77749
1000084,25020.60,-0.87804
1000085,17538.2,0.05066
1000086,37342.2,2.97969
1000087,46198.14,-4.05739
1000088,42226.69,-3.16445
1000089,25308.21,-2.29548
1000090,37287.0,-0.21973
1000091,35936.95,-2.98416
1000092,16513.73,3.09941
1000093,46040.38,-2.75281
1000094,45944.8,-0.37279
1000095,47425.16,1.92989
1000096,35664.48,3.34969
1000097,25725.72,-4.47202
1000098,34487.95,-2.00255
1000099,24527.94,-1.62050
1000100,22304.11,-0.25268
1000101,24082.23,-4.94008
1000102,26466.33,-0.71889
1000103,26812.7,-3.50384
1000104,28687.41,-3.21595
1000105,37271.98,1.33525
1000106,30101.52,-3.53838
1000107,33849.44,2.46481
1000108,35863.8,-4.95197
1000109,45896.32,3.90376
1000110,32009.93,3.27440
1000111,40303.31,-2.92623
1000112,43661.68,-1.74037
1000113,26143.33,4.80186
1000114,19601.5,0.11420
1000115,15878.21,-0.28516
1000116,25509.41,3.36407
1000117,22352.76,-1.93824
1000118,32157.63,3.23220
1000119,24992.59,0.86676
1000120,42987.72,-1.81024
1000121,18893.16,-4.17216
1000122,43961.52,0.76925
1000123,47453.54,-3.26797
1000124,28617.20,-3.78921
1000125,37314.29,-0.41594
1000126,39949.26,-3.35948
1000127,24406.77,0.89533
1000128,23301.98,2.91756
1000129,32792.70,4.76711
1000130,21724.86,0.29080
1000131,31268.16,-3.77130
1000132,16450.3,-2.68337
1000133,15860.15,-2.15647
1000134,42248.64,-0.47902
1000135,20569.76,-4.11728
1000136,44157.27,-3.17865
1000137,38967.63,-4.64773
1000138,39818.38,0.80563
1000139,19459.12,0.19496
1000140,21135.27,-1.73763
1000141,15102.89,2.54291
1000142,28412.49,2.33503
1000143,28206.4,-1.48182
1000144,27312.18,-0.91992
1000145,23841.89,1.01939
1000146,21777.69,-0.74941
1000147,45665.31,-4.70044
1000148,33264.49,3.38512
1000149,23478.34,-3.33606
1000150,18970.56,4.99621
1000151,25118.88,-2.05228
1000152,47549.37,-0.10422
1000153,17805.27,-1.52777
1000154,18561.92,0.14623
1000155,22628.34,2.19344
1000156,30562.46,-2.51023
1000157,22195.41,2.03428
1000158,28751.87,-4.30541
1000159,46383.86,-2.23030
1000160,33668.71,2.10930
1000161,25586.97,-2.23919
1000162,40616.24,-0.58780
1000163,33013.74,-3.97315
1000164,39334.59,3.65957
1000165,46669.64,3.95833
1000166,30027.66,4.87177
1000167,16424.78,-0.17017
1000168,26532.92,1.40940
1000169,22151.41,-3.61451
1000170,21013.78,1.69998
1000171,30393.21,1.49526
1000172,32057.56,-2.37480
1000173,18587.83,0.27934
1000174,46717.80,-3.54847
1000175,39825.83,-3.73526
1000176,43899.66,4.50541
1000177,46915.46,-2.93647
1000178,40728.8,1.38754
1000179,31768.41,-4.90991
1000180,21596.44,2.55005
1000181,36723.45,4.91485
1000182,19220.43,4.55367
1000183,36784.50,3.54829
1000184,43561.17,2.98497
1000185,35805.36,-2.81055
1000186,29631.42,4.82714
1000187,15160.95,-1.07816
1000188,24333.66,4.03411
1000189,45165.25,-1.15658
1000190,29695.11,-4.76035
1000191,33932.45,-0.59820
1000192,17549.7,-2.14436
1000193,46540.20,-0.71589
1000194,24537.89,1.03002
1000195,46593.49,1.33585
1000196,23307.13,-4.16993
1000197,25823.49,-0.16978
1000198,35821.10,-1.74252
1000199,29164.69,0.11899
1000200,20805.64,2.14369
1000201,25159.19,-1.19968
1000202,34038.6,-3.83409
